Date Time,Simulation Number,Maze Number,Win,Died,Hanged,Comments
11/12/22 17:17:50,21,100,86,14,0
11/12/22 17:17:51,22,100,89,11,0
11/12/22 17:17:51,23,100,93,7,0
11/12/22 17:17:51,24,100,91,9,0
11/12/22 17:17:51,25,100,89,11,0
11/12/22 17:17:52,26,100,85,15,0
11/12/22 17:17:52,27,100,88,12,0
11/12/22 17:17:52,28,100,86,14,0
11/12/22 17:17:53,29,100,92,8,0
11/12/22 17:17:53,30,100,85,15,0
Date Time,Simulation Number,Number of Graphs,Won,Died,Hanged,Comments
Execution Started
11/15/22 09:06:53,1,100,93,7,0
11/15/22 09:06:54,2,100,86,14,0
11/15/22 09:06:54,3,100,90,10,0
11/15/22 09:06:54,4,100,87,13,0
11/15/22 09:06:55,5,100,90,10,0
11/15/22 09:06:55,6,100,91,9,0
11/15/22 09:06:55,7,100,84,16,0
11/15/22 09:06:55,8,100,86,14,0
11/15/22 09:06:56,9,100,89,11,0
11/15/22 09:06:56,10,100,91,9,0
11/15/22 09:06:56,11,100,87,13,0
11/15/22 09:06:57,12,100,87,13,0
11/15/22 09:06:57,13,100,92,8,0
11/15/22 09:06:57,14,100,92,8,0
11/15/22 09:06:58,15,100,90,10,0
11/15/22 09:06:58,16,100,91,9,0
11/15/22 09:06:58,17,100,85,15,0
11/15/22 09:06:58,18,100,92,8,0
11/15/22 09:06:59,19,100,90,10,0
11/15/22 09:06:59,20,100,91,9,0
11/15/22 09:06:59,21,100,88,12,0
11/15/22 09:07:00,22,100,88,12,0
11/15/22 09:07:00,23,100,90,10,0
11/15/22 09:07:00,24,100,88,12,0
11/15/22 09:07:00,25,100,90,10,0
11/15/22 09:07:01,26,100,89,11,0
11/15/22 09:07:01,27,100,88,12,0
11/15/22 09:07:01,28,100,88,12,0
11/15/22 09:07:02,29,100,87,13,0
11/15/22 09:07:02,30,100,84,16,0
Date Time,Simulation Number,Number of Graphs,Won,Died,Hanged,Comments
Execution Started
11/16/22 16:55:30,1,100,88,12,0
11/16/22 16:55:30,2,100,91,9,0
11/16/22 16:55:31,3,100,90,10,0
11/16/22 16:55:31,4,100,93,7,0
11/16/22 16:55:31,5,100,83,17,0
11/16/22 16:55:32,6,100,93,7,0
11/16/22 16:55:32,7,100,90,10,0
11/16/22 16:55:32,8,100,87,13,0
11/16/22 16:55:33,9,100,88,12,0
11/16/22 16:55:33,10,100,86,14,0
11/16/22 16:55:33,11,100,89,11,0
11/16/22 16:55:33,12,100,87,13,0
11/16/22 16:55:34,13,100,90,10,0
11/16/22 16:55:34,14,100,86,14,0
11/16/22 16:55:34,15,100,91,9,0
11/16/22 16:55:34,16,100,85,15,0
11/16/22 16:55:35,17,100,92,8,0
11/16/22 16:55:35,18,100,88,12,0
11/16/22 16:55:35,19,100,94,6,0
11/16/22 16:55:36,20,100,85,15,0
11/16/22 16:55:36,21,100,92,8,0
11/16/22 16:55:36,22,100,88,12,0
11/16/22 16:55:36,23,100,83,17,0
11/16/22 16:55:37,24,100,85,15,0
11/16/22 16:55:37,25,100,89,11,0
11/16/22 16:55:37,26,100,88,12,0
11/16/22 16:55:38,27,100,86,14,0
11/16/22 16:55:38,28,100,87,13,0
11/16/22 16:55:38,29,100,87,13,0
11/16/22 16:55:39,30,100,90,10,0
Date Time,Simulation Number,Number of Graphs,Won,Died,Hanged,Comments
Execution Started
11/16/22 17:53:40,1,100,90,10,0
11/16/22 17:53:40,2,100,88,12,0
11/16/22 17:53:41,3,100,83,17,0
11/16/22 17:53:41,4,100,87,13,0
11/16/22 17:53:41,5,100,92,8,0
11/16/22 17:53:42,6,100,88,12,0
11/16/22 17:53:42,7,100,87,13,0
11/16/22 17:53:42,8,100,88,12,0
11/16/22 17:53:42,9,100,93,7,0
11/16/22 17:53:43,10,100,87,13,0
11/16/22 17:53:43,11,100,88,12,0
11/16/22 17:53:43,12,100,88,12,0
11/16/22 17:53:44,13,100,88,12,0
11/16/22 17:53:44,14,100,95,5,0
11/16/22 17:53:44,15,100,87,13,0
11/16/22 17:53:44,16,100,86,14,0
11/16/22 17:53:45,17,100,87,13,0
11/16/22 17:53:45,18,100,86,14,0
11/16/22 17:53:45,19,100,90,10,0
11/16/22 17:53:46,20,100,93,7,0
11/16/22 17:53:46,21,100,87,13,0
11/16/22 17:53:46,22,100,86,14,0
11/16/22 17:53:46,23,100,87,13,0
11/16/22 17:53:47,24,100,90,10,0
11/16/22 17:53:47,25,100,86,14,0
11/16/22 17:53:47,26,100,89,11,0
11/16/22 17:53:48,27,100,91,9,0
11/16/22 17:53:48,28,100,91,9,0
11/16/22 17:53:48,29,100,88,12,0
11/16/22 17:53:49,30,100,90,10,0
